Prompt_Type,Step_Index,Mean_Mode_Activation_Shift,Mean_Grounded_Deviation,Mean_Top_Occupation,Mean_Mass,Mean_Z,Mean_Gamma,Mean_Confidence
grounded_factual,0,0.6596240072273701,2.3137047833188262e-15,61.10047399640084,0.12137236721813678,23.60471855163574,1.8205598075687885,0.4438788525760174
grounded_factual,1,0.6594600032272286,-4.440892098500626e-18,60.981949195861816,0.12768448010087013,26.410139274597167,1.82415752440691,0.6779201924800873
grounded_factual,2,0.6591824053150418,4.53415083256914e-15,60.98049178361893,0.1298108535259962,27.676076259613037,1.9173208433389664,0.17968198135495186
grounded_factual,3,0.6732436306352224,-2.3359092438113293e-15,60.87685297250748,0.1285105550289154,28.435712642669678,2.048148977309465,0.382625662535429
grounded_factual,4,0.6847859318492147,2.2026824808563106e-15,60.91460372924805,0.13376547887921333,31.1196848487854,2.072688575163484,0.4867471124976873
grounded_factual,5,0.6960086270256783,2.278177646530821e-15,60.988334698677065,0.13110985539853573,28.350744361877442,2.053561577796936,0.6254883803427219
grounded_factual,6,0.608755335511422,1.7763568394002505e-17,3.2395686674118043,0.1277100597321987,26.603772010803223,2.156422896385193,0.7047101423144341
grounded_factual,7,0.6149285982082922,8.881784197001253e-17,3.2854221177101137,0.12801613591611385,26.460797176361083,2.149623365402222,0.6439504455775023
hallucination_prone,0,0.7312117081543572,0.24776077477498706,58.44256354093552,0.1276227208226919,26.58368824005127,1.8714166880398988,0.5231042340397835
hallucination_prone,1,0.7222302436652132,0.2369550013144811,58.20019939899444,0.1324841110408306,28.97982629776001,1.8687967203557492,0.7363929074257612
hallucination_prone,2,0.7355642718058835,0.2822999146419901,58.23900398015976,0.1353547189384699,31.05859489440918,1.9897801422327757,0.1688825272023678
hallucination_prone,3,0.7606725769676238,0.38076383753085025,58.30740089416504,0.13540916837751865,32.85782918930054,2.091837506815791,0.2787532813847065
hallucination_prone,4,0.7760602556003144,0.42527803562375766,58.396205401420595,0.13646963328123093,33.17800775527954,2.115931861773133,0.3876370841637254
hallucination_prone,5,0.7736910033838627,0.3914334042939294,58.43851635217666,0.13480492539703845,30.754550457000732,2.098591918423772,0.7098025608807802
hallucination_prone,6,0.6009774476720294,-0.1044933263000689,3.1343991780281066,0.13076913580298424,27.887226238250733,2.3307563173770904,0.6971493735909462
hallucination_prone,7,0.6104430071396243,-0.11410963508817876,3.168771352767944,0.13448956310749055,29.0271187210083,2.3609528088569642,0.7125566154718399
stylistic_continuation,0,0.5755853992074352,-0.8812004457820523,60.10694506168365,0.12258627220988273,26.202751274108888,1.8436625830829143,0.43619013726711275
stylistic_continuation,1,0.6242506737070628,-0.8044277517000835,60.01963020801544,0.13441561579704284,32.43211219787597,1.8833018726110458,0.8647366642951966
stylistic_continuation,2,0.5989456112208317,-0.812764075536572,60.03285002708435,0.13628159388899802,33.78513759613037,1.9757299993932247,0.17062388584017754
stylistic_continuation,3,0.632825654737143,-0.672175448762175,60.148473372459414,0.1286902478337288,29.087514419555664,2.0698645168542864,0.27004737332463263
stylistic_continuation,4,0.6956420615209964,-0.522987670475101,60.34462300300598,0.1408442234992981,35.43089332580566,2.1129015992581843,0.328248805552721
stylistic_continuation,5,0.7196757769005845,-0.5183989788727303,60.41900681495667,0.14073785930871963,35.27526012420654,2.1107639645040037,0.28514614701271057
stylistic_continuation,6,0.7466462325412957,0.25573911488683604,3.48873658657074,0.13164777547121048,27.613495178222657,2.291874499320984,0.34197856187820436
stylistic_continuation,7,0.7785254710473493,0.31944050777725314,3.60477970123291,0.13109444111585616,29.564237480163573,2.3178300309181212,0.29574279189109803
